cycle_number,min_temp_c,max_temp_c,delta_t_c,coolant_flow_rate_lpm,pressure_drop_kpa,visual_inspection,notes
1471,-39.9,85.1,125.0,5.79,23.77,PASS,
1472,-40.1,85.0,125.1,5.78,23.77,PASS,
1473,-40.2,85.1,125.2,5.75,23.74,PASS,
1474,-40.0,85.0,125.0,5.79,23.64,PASS,
1475,-40.3,85.1,125.4,5.77,23.82,PASS,
1476,-39.9,85.5,125.4,5.79,23.73,PASS,
1477,-39.7,84.5,124.2,5.79,23.64,PASS,
1478,-40.0,84.9,124.9,5.77,23.93,PASS,
1479,-40.1,85.3,125.3,5.79,23.79,PASS,
1480,-39.9,85.2,125.1,5.77,23.74,PASS,
1481,-40.6,85.2,125.8,5.77,23.98,PASS,
1482,-39.8,86.1,125.9,5.77,23.5,PASS,
1483,-39.1,85.2,124.3,5.8,23.97,PASS,
1484,-40.0,85.5,125.5,5.77,23.65,PASS,
1485,-40.0,84.9,124.9,5.8,23.81,PASS,
1486,-39.8,84.6,124.4,5.81,23.69,PASS,
1487,-39.5,84.9,124.4,5.76,23.65,PASS,
1488,-39.7,85.3,125.0,5.72,23.98,PASS,
1489,-40.6,85.2,125.8,5.8,24.07,PASS,
1490,-39.8,85.2,125.0,5.77,23.75,PASS,
1491,-39.2,84.9,124.1,5.76,23.84,PASS,
1492,-39.8,84.9,124.7,5.76,23.8,PASS,
1493,-40.3,84.9,125.3,5.77,24.05,PASS,
1494,-39.9,85.3,125.2,5.8,23.48,PASS,
1495,-40.4,85.3,125.7,5.78,23.85,PASS,
1496,-39.6,84.6,124.2,5.8,23.69,PASS,
1497,-40.3,85.3,125.6,5.79,23.44,PASS,
1498,-40.0,84.7,124.7,5.77,23.74,PASS,
1499,-40.3,85.2,125.4,5.77,24.08,PASS,
1500,-40.2,84.9,125.1,5.79,23.7,PASS,"1500-cycle inspection: slight sealant creep observed at gasket edge, within tolerance"
1501,-39.6,85.6,125.2,5.79,23.92,PASS,
1502,-40.0,84.8,124.8,5.79,23.98,PASS,
1503,-40.2,85.1,125.2,5.77,23.8,PASS,
1504,-40.3,85.2,125.6,5.78,23.82,PASS,
1505,-40.6,84.7,125.2,5.79,23.55,PASS,
1506,-40.4,85.0,125.3,5.77,23.7,PASS,
1507,-40.0,84.9,124.9,5.75,23.94,PASS,
1508,-39.7,84.8,124.5,5.76,23.82,PASS,
1509,-40.2,84.8,125.0,5.77,23.87,PASS,
1510,-39.5,85.4,125.0,5.79,23.83,PASS,
1511,-40.2,84.8,125.0,5.8,24.14,PASS,
1512,-40.1,85.2,125.3,5.75,23.75,PASS,
1513,-40.3,85.1,125.4,5.76,24.06,PASS,
1514,-39.7,84.4,124.1,5.77,23.84,PASS,
1515,-39.4,85.2,124.6,5.79,24.07,PASS,
1516,-40.5,84.4,125.0,5.76,23.64,PASS,
1517,-40.1,85.3,125.4,5.76,23.85,PASS,
1518,-39.6,84.8,124.4,5.74,23.76,PASS,
1519,-40.4,85.0,125.4,5.78,23.84,PASS,
1520,-39.8,84.5,124.3,5.77,24.01,PASS,
1521,-39.6,85.0,124.7,5.76,23.88,PASS,
1522,-40.0,85.4,125.3,5.77,24.01,PASS,
1523,-39.8,84.7,124.5,5.79,23.73,PASS,
1524,-39.5,84.8,124.2,5.75,23.71,PASS,
1525,-39.4,85.2,124.6,5.75,23.83,PASS,
1526,-40.0,85.2,125.2,5.8,23.83,PASS,
1527,-40.2,84.0,124.2,5.77,23.8,PASS,
1528,-40.3,85.8,126.1,5.78,23.69,PASS,
1529,-39.7,85.2,124.9,5.78,24.01,PASS,
1530,-40.4,85.3,125.7,5.77,23.78,PASS,
1531,-40.1,84.9,125.0,5.76,24.05,PASS,
1532,-40.0,84.3,124.2,5.79,23.84,PASS,
1533,-40.2,85.3,125.4,5.79,23.94,PASS,
1534,-39.9,84.8,124.7,5.79,23.92,PASS,
1535,-39.2,85.2,124.4,5.75,23.72,PASS,
1536,-40.0,84.9,124.9,5.8,23.9,PASS,
1537,-40.1,85.1,125.2,5.76,24.13,PASS,
1538,-39.7,84.7,124.4,5.75,23.88,PASS,
1539,-39.9,85.3,125.3,5.77,23.98,PASS,
1540,-39.6,84.5,124.1,5.79,23.95,PASS,
1541,-40.0,85.9,125.8,5.78,23.9,PASS,
1542,-40.1,85.9,126.0,5.76,23.88,PASS,
1543,-40.5,85.7,126.2,5.79,23.93,PASS,
1544,-40.5,85.5,126.0,5.77,23.97,PASS,
1545,-40.6,85.0,125.5,5.76,23.65,PASS,
1546,-39.9,85.5,125.4,5.75,23.89,PASS,
1547,-40.4,85.0,125.4,5.78,23.83,PASS,
1548,-39.6,84.4,124.0,5.77,23.8,PASS,
1549,-40.0,85.6,125.6,5.74,24.05,PASS,
1550,-40.1,85.5,125.5,5.78,23.75,PASS,
1551,-40.3,85.0,125.2,5.76,23.65,PASS,
1552,-39.8,84.5,124.3,5.8,23.98,PASS,
1553,-40.2,84.8,125.0,5.74,23.65,PASS,
1554,-40.3,84.3,124.6,5.76,23.58,PASS,
1555,-39.6,85.4,125.0,5.75,24.0,PASS,
1556,-39.9,84.4,124.3,5.75,23.89,PASS,
1557,-40.1,85.1,125.2,5.76,23.94,PASS,
1558,-39.8,84.7,124.5,5.8,23.8,PASS,
1559,-40.0,84.4,124.4,5.77,23.66,PASS,
1560,-39.9,85.1,125.0,5.75,23.69,PASS,
1561,-40.2,84.9,125.1,5.73,23.83,PASS,
1562,-39.4,85.3,124.7,5.73,23.68,PASS,
1563,-40.2,84.5,124.7,5.75,23.92,PASS,
1564,-39.5,84.7,124.2,5.75,23.81,PASS,
1565,-40.1,84.0,124.1,5.76,23.91,PASS,
1566,-39.8,84.1,123.9,5.72,23.9,PASS,
1567,-39.8,85.7,125.5,5.76,23.94,PASS,
1568,-39.7,85.8,125.5,5.79,23.96,PASS,
1569,-40.3,85.0,125.3,5.8,23.83,PASS,
1570,-39.7,84.7,124.3,5.73,23.91,PASS,
1571,-39.4,84.9,124.3,5.75,23.92,PASS,
1572,-40.1,85.3,125.4,5.75,23.52,PASS,
1573,-40.0,84.8,124.8,5.77,23.98,PASS,
1574,-40.2,85.1,125.3,5.74,23.91,PASS,
1575,-40.1,85.0,125.1,5.8,23.97,PASS,
1576,-39.5,84.8,124.3,5.76,23.7,PASS,
1577,-40.3,84.8,125.1,5.76,23.85,PASS,
1578,-40.3,85.1,125.4,5.8,23.73,PASS,
1579,-39.5,84.6,124.1,5.76,24.01,PASS,
1580,-39.8,85.2,125.0,5.77,23.69,PASS,
1581,-39.4,84.8,124.2,5.75,23.76,PASS,
1582,-40.1,85.1,125.2,5.74,23.98,PASS,
1583,-40.0,85.6,125.5,5.75,23.81,PASS,
1584,-40.2,84.9,125.1,5.81,23.76,PASS,
1585,-40.0,85.4,125.3,5.77,24.04,PASS,
1586,-40.5,84.3,124.8,5.77,24.05,PASS,
1587,-39.8,84.8,124.6,5.74,24.01,PASS,
1588,-39.9,85.0,124.9,5.78,24.03,PASS,
1589,-40.0,85.8,125.8,5.73,23.87,PASS,
1590,-40.1,84.2,124.3,5.73,23.88,PASS,
1591,-40.3,85.0,125.2,5.75,23.81,PASS,
1592,-39.8,85.6,125.4,5.8,23.94,PASS,
1593,-40.4,84.7,125.0,5.8,23.83,PASS,
1594,-39.8,84.9,124.8,5.75,23.85,PASS,
1595,-39.4,85.1,124.5,5.75,24.0,PASS,
1596,-39.6,85.1,124.6,5.73,24.09,PASS,
1597,-40.5,85.6,126.1,5.76,23.98,PASS,
1598,-40.2,85.2,125.3,5.76,24.19,PASS,
1599,-39.9,85.5,125.4,5.78,23.81,PASS,
1600,-40.0,84.9,124.9,5.78,23.64,PASS,
1601,-40.4,84.7,125.1,5.76,24.03,PASS,
1602,-39.9,84.9,124.8,5.77,23.81,PASS,
1603,-40.0,84.5,124.5,5.75,23.88,PASS,
1604,-39.4,85.2,124.6,5.77,23.66,PASS,
1605,-40.1,84.8,124.9,5.75,23.79,PASS,
1606,-39.6,84.7,124.4,5.77,23.7,PASS,
1607,-40.4,85.2,125.6,5.77,23.86,PASS,
1608,-40.3,84.5,124.9,5.76,23.87,PASS,
1609,-39.8,85.3,125.1,5.77,23.94,PASS,
1610,-39.7,84.8,124.5,5.73,24.12,PASS,
1611,-40.3,85.5,125.8,5.74,24.03,PASS,
1612,-40.0,84.8,124.8,5.75,23.69,PASS,
1613,-40.4,85.3,125.7,5.73,24.03,PASS,
1614,-40.1,85.1,125.1,5.75,23.95,PASS,
1615,-39.7,85.3,125.0,5.75,23.92,PASS,
1616,-40.1,85.0,125.2,5.78,23.94,PASS,
1617,-40.1,84.3,124.4,5.76,23.97,PASS,
1618,-40.3,85.4,125.7,5.78,23.84,PASS,
1619,-40.2,85.0,125.2,5.76,23.92,PASS,
1620,-39.5,85.3,124.8,5.75,24.12,PASS,
1621,-40.0,85.3,125.3,5.76,23.84,PASS,
1622,-40.3,84.7,125.0,5.77,23.79,PASS,
1623,-40.1,84.6,124.7,5.78,23.94,PASS,
1624,-40.5,85.3,125.7,5.75,23.78,PASS,
1625,-40.3,84.9,125.2,5.72,23.69,PASS,
1626,-39.6,85.4,125.0,5.72,23.9,PASS,
1627,-40.0,84.9,125.0,5.75,24.17,PASS,
1628,-39.4,85.4,124.8,5.71,23.95,PASS,
1629,-40.0,85.2,125.2,5.79,23.98,PASS,
1630,-40.0,85.1,125.1,5.77,23.64,PASS,
1631,-39.8,84.9,124.7,5.74,24.02,PASS,
1632,-40.8,85.1,125.9,5.73,23.97,PASS,
1633,-39.9,85.5,125.4,5.78,23.86,PASS,
1634,-40.0,85.0,125.0,5.73,23.99,PASS,
1635,-39.6,85.2,124.8,5.73,23.99,PASS,
1636,-39.7,85.0,124.7,5.74,23.8,PASS,
1637,-40.3,85.0,125.4,5.76,24.01,PASS,
1638,-39.6,85.7,125.3,5.77,24.15,PASS,
1639,-40.1,85.5,125.6,5.78,23.93,PASS,
1640,-40.3,85.0,125.3,5.77,23.84,PASS,
1641,-39.9,85.1,125.0,5.75,23.94,PASS,
1642,-40.1,84.7,124.8,5.77,24.1,PASS,
1643,-39.5,84.9,124.5,5.74,23.79,PASS,
1644,-39.9,85.1,125.0,5.72,24.06,PASS,
1645,-39.9,85.3,125.3,5.74,23.87,PASS,
1646,-39.7,85.3,125.0,5.74,24.01,PASS,
1647,-39.7,84.6,124.2,5.74,23.89,PASS,
1648,-39.8,85.4,125.2,5.73,23.89,PASS,
1649,-39.6,85.0,124.5,5.74,24.21,PASS,
1650,-39.8,84.6,124.4,5.76,23.77,PASS,
1651,-39.9,85.5,125.5,5.79,24.05,PASS,
1652,-39.6,85.6,125.2,5.72,24.24,PASS,
1653,-40.0,85.1,125.1,5.73,24.09,PASS,
1654,-40.0,85.3,125.3,5.74,23.79,PASS,
1655,-39.5,85.3,124.8,5.77,23.79,PASS,
1656,-39.5,85.6,125.1,5.75,23.87,PASS,
1657,-40.0,85.3,125.3,5.74,24.01,PASS,
1658,-40.1,84.5,124.6,5.77,24.02,PASS,
1659,-39.6,85.8,125.4,5.77,23.8,PASS,
1660,-39.8,85.4,125.2,5.75,23.86,PASS,
1661,-39.9,84.8,124.7,5.73,23.87,PASS,
1662,-40.1,84.6,124.7,5.76,23.97,PASS,
1663,-39.9,85.2,125.1,5.75,24.29,PASS,
1664,-40.0,84.9,124.9,5.75,23.86,PASS,
1665,-40.2,85.1,125.3,5.74,23.85,PASS,
1666,-40.0,85.3,125.3,5.77,23.83,PASS,
1667,-39.9,84.8,124.7,5.75,24.1,PASS,
1668,-40.1,84.6,124.7,5.77,24.0,PASS,
1669,-39.7,85.2,124.9,5.78,23.87,PASS,
1670,-39.6,84.8,124.4,5.76,23.95,PASS,
1671,-39.7,85.1,124.8,5.74,23.89,PASS,
1672,-40.1,84.5,124.5,5.77,24.05,PASS,
1673,-39.8,84.9,124.7,5.76,24.41,PASS,
1674,-40.0,85.3,125.3,5.8,24.09,PASS,
1675,-40.4,85.2,125.6,5.75,24.0,PASS,
1676,-39.8,84.7,124.5,5.76,23.91,PASS,
1677,-40.0,84.5,124.5,5.75,23.81,PASS,
1678,-39.2,85.0,124.2,5.75,24.12,PASS,
1679,-39.6,85.2,124.8,5.74,24.12,PASS,
1680,-39.8,85.2,124.9,5.75,23.95,PASS,
1681,-39.9,84.8,124.7,5.76,24.2,PASS,
1682,-40.0,85.1,125.1,5.77,24.02,PASS,
1683,-40.3,85.6,125.9,5.75,24.14,PASS,
1684,-40.5,85.1,125.6,5.74,24.07,PASS,
1685,-40.3,84.3,124.6,5.74,24.0,PASS,
1686,-40.0,85.1,125.1,5.72,23.88,PASS,
1687,-40.6,85.8,126.4,5.78,24.0,PASS,
1688,-40.2,84.5,124.6,5.74,24.15,PASS,
1689,-40.1,85.0,125.1,5.77,23.95,PASS,
1690,-40.1,84.9,125.0,5.75,24.09,PASS,
1691,-40.2,85.0,125.2,5.75,23.87,PASS,
1692,-40.1,85.1,125.2,5.74,24.15,PASS,
1693,-39.5,85.5,124.9,5.73,24.08,PASS,
1694,-39.8,85.0,124.8,5.73,23.85,PASS,
1695,-40.2,85.5,125.7,5.78,24.0,PASS,
1696,-40.0,85.0,125.0,5.75,24.17,PASS,
1697,-40.0,84.9,124.9,5.77,23.85,PASS,
1698,-40.2,84.7,125.0,5.77,23.88,PASS,
1699,-40.2,84.3,124.5,5.74,24.03,PASS,
1700,-39.7,85.1,124.8,5.75,24.36,PASS,
1701,-40.1,85.8,125.9,5.75,23.94,PASS,
1702,-40.3,85.2,125.5,5.72,24.12,PASS,
1703,-40.0,85.3,125.3,5.74,24.08,PASS,
1704,-40.0,84.8,124.8,5.76,23.96,PASS,
1705,-40.6,84.9,125.5,5.73,24.07,PASS,
1706,-40.0,85.4,125.4,5.74,23.98,PASS,
1707,-39.7,85.8,125.5,5.74,23.99,PASS,
1708,-39.9,85.6,125.5,5.79,23.8,PASS,
1709,-39.3,85.3,124.7,5.71,24.05,PASS,
1710,-39.6,85.0,124.6,5.75,24.19,PASS,
1711,-39.6,85.1,124.6,5.74,24.06,PASS,
1712,-39.2,84.7,123.9,5.73,24.22,PASS,
1713,-39.8,84.4,124.2,5.74,24.14,PASS,
1714,-40.0,84.5,124.5,5.76,24.05,PASS,
1715,-39.7,85.0,124.7,5.76,23.96,PASS,
1716,-40.2,84.9,125.1,5.75,23.99,PASS,
1717,-40.0,84.4,124.4,5.76,23.84,PASS,
1718,-40.2,85.0,125.2,5.77,24.02,PASS,
1719,-39.9,84.9,124.8,5.76,24.08,PASS,
1720,-40.2,84.5,124.7,5.73,24.32,PASS,
1721,-40.2,84.9,125.1,5.75,24.14,PASS,
1722,-39.9,84.9,124.7,5.75,23.94,PASS,
1723,-40.0,84.8,124.8,5.73,23.85,PASS,
1724,-40.6,85.4,125.9,5.71,24.04,PASS,
1725,-40.4,84.2,124.7,5.7,24.19,PASS,
1726,-40.3,84.2,124.5,5.74,24.04,PASS,
1727,-40.3,85.0,125.3,5.75,24.15,PASS,
1728,-39.9,85.0,124.9,5.72,24.05,PASS,
1729,-39.9,85.2,125.1,5.76,24.18,PASS,
1730,-39.7,84.8,124.5,5.74,23.84,PASS,
1731,-39.8,84.6,124.4,5.77,24.32,PASS,
1732,-39.7,85.0,124.7,5.75,23.91,PASS,
1733,-39.8,84.8,124.6,5.72,24.2,PASS,
1734,-39.9,85.6,125.6,5.75,24.04,PASS,
1735,-39.7,84.9,124.5,5.75,24.06,PASS,
1736,-39.7,85.0,124.7,5.73,24.05,PASS,
1737,-39.9,86.0,125.9,5.71,24.12,PASS,
1738,-39.6,84.9,124.5,5.74,24.15,PASS,
1739,-40.7,85.2,125.9,5.72,24.25,PASS,
1740,-40.1,85.3,125.3,5.76,24.3,PASS,
1741,-40.1,85.3,125.4,5.73,24.14,PASS,
1742,-39.7,85.1,124.8,5.77,24.35,PASS,
1743,-39.5,85.1,124.6,5.7,24.11,PASS,
1744,-40.4,85.0,125.5,5.74,24.25,PASS,
1745,-39.6,84.8,124.3,5.77,24.16,PASS,
1746,-40.4,85.1,125.5,5.72,24.01,PASS,
1747,-40.3,85.8,126.2,5.73,24.12,PASS,
1748,-40.1,85.5,125.6,5.73,24.17,PASS,
1749,-40.1,85.1,125.2,5.72,24.09,PASS,
1750,-40.5,85.3,125.8,5.74,24.16,PASS,1750-cycle periodic check: nominal
1751,-39.8,84.7,124.5,5.71,24.23,PASS,
1752,-39.8,84.9,124.7,5.73,24.1,PASS,
1753,-39.7,85.4,125.1,5.75,23.66,PASS,
1754,-40.1,85.6,125.7,5.73,24.36,PASS,
1755,-40.0,84.7,124.7,5.72,24.06,PASS,
1756,-40.0,84.8,124.8,5.76,23.98,PASS,
1757,-39.5,85.9,125.4,5.75,23.94,PASS,
1758,-40.9,85.0,125.9,5.72,24.06,PASS,
1759,-40.3,85.7,126.0,5.71,24.03,PASS,
1760,-40.0,85.1,125.1,5.72,24.0,PASS,
1761,-40.3,85.1,125.4,5.75,24.01,PASS,
1762,-40.1,84.9,125.0,5.74,24.19,PASS,
1763,-40.0,85.4,125.4,5.75,24.42,PASS,
1764,-40.2,85.5,125.7,5.73,24.24,PASS,
1765,-40.0,84.6,124.6,5.72,24.29,PASS,
1766,-39.8,84.9,124.7,5.75,24.06,PASS,
1767,-40.1,85.4,125.4,5.72,24.14,PASS,
1768,-40.1,84.9,125.1,5.74,24.19,PASS,
1769,-40.0,84.8,124.9,5.7,24.02,PASS,
1770,-40.0,85.4,125.4,5.72,24.06,PASS,
1771,-40.5,85.4,126.0,5.75,24.25,PASS,
1772,-39.9,84.8,124.7,5.72,24.29,PASS,
1773,-40.1,85.1,125.2,5.75,24.14,PASS,
1774,-39.6,84.5,124.1,5.69,23.95,PASS,
1775,-39.8,84.6,124.5,5.72,24.09,PASS,
1776,-39.6,85.0,124.7,5.73,23.92,PASS,
1777,-40.3,85.0,125.3,5.77,24.14,PASS,
1778,-40.1,84.6,124.7,5.71,24.17,PASS,
1779,-40.4,84.7,125.1,5.75,24.09,PASS,
1780,-40.2,84.6,124.8,5.75,24.17,PASS,
1781,-39.6,85.2,124.8,5.72,24.2,PASS,
1782,-39.6,84.2,123.8,5.73,24.18,PASS,
1783,-40.3,84.6,124.9,5.74,23.96,PASS,
1784,-40.1,84.3,124.4,5.7,24.1,PASS,
1785,-40.0,85.2,125.2,5.72,24.2,PASS,
1786,-39.8,84.3,124.1,5.76,24.38,PASS,
1787,-40.5,85.0,125.5,5.74,24.1,PASS,
1788,-40.5,85.7,126.1,5.73,24.23,PASS,
1789,-39.9,85.7,125.5,5.73,24.28,PASS,
1790,-40.6,84.3,124.9,5.74,24.12,PASS,
1791,-40.1,85.1,125.3,5.75,24.32,PASS,
1792,-40.0,84.6,124.6,5.72,24.33,PASS,
1793,-39.9,84.5,124.4,5.76,24.36,PASS,
1794,-40.0,85.0,125.0,5.76,24.22,PASS,
1795,-40.1,85.5,125.6,5.74,24.51,PASS,
1796,-39.7,85.2,125.0,5.71,24.06,PASS,
1797,-39.9,84.7,124.6,5.71,24.48,PASS,
1798,-40.2,85.3,125.5,5.72,24.27,PASS,
1799,-40.0,84.1,124.1,5.73,24.36,PASS,
1800,-39.9,84.7,124.6,5.69,24.11,PASS,
1801,-39.5,84.7,124.2,5.74,24.29,PASS,
1802,-39.8,85.0,124.8,5.76,24.38,PASS,
1803,-39.6,84.9,124.6,5.74,24.0,PASS,
1804,-40.2,84.9,125.1,5.72,24.14,PASS,
1805,-40.2,84.9,125.1,5.71,23.84,PASS,
1806,-40.1,85.0,125.1,5.74,24.14,PASS,
1807,-40.0,85.2,125.3,5.73,24.05,PASS,
1808,-40.3,85.1,125.4,5.74,24.14,PASS,
1809,-39.6,84.9,124.5,5.74,24.61,PASS,
1810,-39.7,85.2,124.9,5.75,24.43,PASS,
1811,-40.1,85.3,125.4,5.71,23.96,PASS,
1812,-39.8,84.8,124.6,5.73,24.26,PASS,
1813,-39.9,85.0,124.9,5.72,24.3,PASS,
1814,-39.8,85.5,125.2,5.73,24.13,PASS,
1815,-40.4,84.6,125.0,5.75,24.2,PASS,
1816,-40.0,85.7,125.8,5.75,24.22,PASS,
1817,-40.0,84.5,124.5,5.76,23.98,PASS,
1818,-39.8,84.9,124.7,5.74,24.03,PASS,
1819,-40.2,84.6,124.8,5.72,24.21,PASS,
1820,-40.7,85.9,126.6,5.72,24.2,PASS,
1821,-40.3,84.8,125.1,5.69,24.08,PASS,
1822,-40.0,84.8,124.8,5.75,24.07,PASS,
1823,-40.0,84.9,124.8,5.72,24.17,PASS,
1824,-39.5,85.0,124.5,5.74,24.32,PASS,
1825,-39.8,84.9,124.7,5.74,24.18,PASS,
1826,-40.0,84.9,124.9,5.7,24.43,PASS,
1827,-40.0,83.6,123.6,5.71,24.09,PASS,
1828,-39.7,85.0,124.7,5.76,24.22,PASS,
1829,-40.2,85.0,125.2,5.73,24.14,PASS,
1830,-40.0,85.4,125.5,5.71,24.28,PASS,
1831,-40.3,85.5,125.9,5.72,24.08,PASS,
1832,-39.6,84.9,124.5,5.75,24.49,PASS,
1833,-39.9,85.3,125.2,5.74,23.95,PASS,
1834,-40.2,84.6,124.8,5.7,24.46,PASS,
1835,-40.0,85.3,125.3,5.76,24.22,PASS,
1836,-39.8,84.8,124.6,5.74,24.29,PASS,
1837,-40.1,84.5,124.6,5.72,24.4,PASS,
1838,-40.2,84.9,125.1,5.7,24.33,PASS,
1839,-40.2,85.6,125.8,5.75,24.1,PASS,
1840,-39.9,85.1,125.0,5.73,24.3,PASS,
1841,-40.1,85.6,125.7,5.69,24.49,PASS,
1842,-40.1,84.7,124.8,5.72,24.08,PASS,
1843,-40.4,85.4,125.8,5.79,24.53,PASS,
1844,-40.0,84.7,124.7,5.72,24.27,PASS,
1845,-40.1,85.1,125.1,5.71,24.15,PASS,
1846,-40.1,85.1,125.2,5.7,24.08,PASS,
1847,-39.9,85.3,125.2,5.76,24.18,PASS,
1848,-39.8,85.1,124.9,5.74,23.92,PASS,
1849,-39.8,84.7,124.5,5.75,24.16,PASS,
1850,-39.8,85.4,125.2,5.73,24.18,PASS,
1851,-40.1,85.7,125.8,5.75,24.06,PASS,
1852,-40.2,84.8,124.9,5.71,24.33,PASS,
1853,-40.3,84.3,124.6,5.73,24.19,PASS,
1854,-40.2,85.2,125.4,5.73,24.13,PASS,
1855,-40.0,84.9,124.9,5.75,24.18,PASS,
1856,-40.2,84.9,125.2,5.73,24.28,PASS,
1857,-40.0,85.2,125.2,5.71,24.24,PASS,
1858,-40.3,84.8,125.1,5.72,24.12,PASS,
1859,-40.5,84.9,125.4,5.69,24.25,PASS,
1860,-39.8,85.0,124.7,5.67,24.22,PASS,
1861,-40.1,85.6,125.7,5.74,24.06,PASS,
1862,-40.3,85.0,125.3,5.71,24.19,PASS,
1863,-40.3,84.5,124.8,5.72,24.32,PASS,
1864,-39.9,84.5,124.4,5.74,24.32,PASS,
1865,-39.6,85.1,124.6,5.75,24.2,PASS,
1866,-40.1,84.5,124.7,5.73,24.34,PASS,
1867,-40.1,84.4,124.4,5.76,24.09,PASS,
1868,-39.7,85.3,124.9,5.73,24.1,PASS,
1869,-40.5,85.3,125.8,5.73,24.21,PASS,
1870,-39.4,84.9,124.3,5.72,24.47,PASS,
1871,-39.3,85.1,124.4,5.69,24.27,PASS,
1872,-40.8,85.1,125.9,5.74,24.21,PASS,
1873,-40.0,85.2,125.3,5.67,24.48,PASS,
1874,-40.2,85.2,125.5,5.71,24.21,PASS,
1875,-40.1,84.0,124.0,5.72,24.59,PASS,
1876,-40.1,84.9,125.0,5.7,24.17,PASS,
1877,-39.8,85.2,125.0,5.71,24.1,PASS,
1878,-40.0,84.8,124.9,5.76,24.23,PASS,
1879,-40.3,85.0,125.3,5.74,24.22,PASS,
1880,-40.1,85.3,125.4,5.7,24.13,PASS,
1881,-39.8,85.0,124.9,5.71,24.65,PASS,
1882,-40.4,85.6,126.0,5.69,24.31,PASS,
1883,-40.5,85.5,125.9,5.73,24.33,PASS,
1884,-39.4,85.0,124.4,5.71,24.19,PASS,
1885,-40.2,84.9,125.1,5.68,24.18,PASS,
1886,-40.0,83.9,123.9,5.72,24.42,PASS,
1887,-40.1,84.9,125.0,5.73,24.01,PASS,
1888,-39.8,84.5,124.3,5.74,24.09,PASS,
1889,-39.5,85.1,124.6,5.72,24.23,PASS,
1890,-39.8,85.1,124.9,5.71,24.47,PASS,
1891,-40.5,85.3,125.7,5.76,24.21,PASS,
1892,-40.4,85.6,126.0,5.72,24.33,PASS,
1893,-40.1,85.0,125.1,5.73,24.28,PASS,
1894,-40.1,85.9,126.0,5.71,24.47,PASS,
1895,-40.5,85.1,125.6,5.73,24.04,PASS,
1896,-39.8,84.5,124.2,5.69,24.39,PASS,
1897,-40.3,84.8,125.1,5.71,24.25,PASS,
1898,-39.6,84.9,124.4,5.69,24.42,PASS,
1899,-39.5,85.2,124.7,5.7,24.16,PASS,
1900,-40.1,84.6,124.7,5.74,24.28,PASS,
1901,-39.9,84.9,124.7,5.7,24.27,PASS,
1902,-40.4,84.9,125.3,5.73,24.13,PASS,
1903,-39.8,84.8,124.6,5.74,24.09,PASS,
1904,-40.1,85.3,125.5,5.71,24.2,PASS,
1905,-40.3,85.3,125.6,5.73,24.31,PASS,
1906,-40.1,85.5,125.6,5.72,24.17,PASS,
1907,-40.1,84.9,125.0,5.72,24.24,PASS,
1908,-40.1,85.5,125.6,5.73,24.01,PASS,
1909,-39.7,84.5,124.2,5.75,24.24,PASS,
1910,-40.2,84.4,124.7,5.7,24.45,PASS,
1911,-39.5,84.5,124.0,5.69,24.4,PASS,
1912,-40.4,85.0,125.4,5.69,24.28,PASS,
1913,-39.5,85.5,125.0,5.73,24.33,PASS,
1914,-40.3,84.8,125.1,5.74,24.17,PASS,
1915,-40.0,84.8,124.8,5.7,24.54,PASS,
1916,-40.1,84.9,125.1,5.67,24.61,PASS,
1917,-40.1,85.2,125.3,5.7,24.33,PASS,
1918,-39.8,84.8,124.6,5.72,24.69,PASS,
1919,-39.6,84.8,124.3,5.71,24.2,PASS,
1920,-39.6,84.5,124.1,5.72,24.12,PASS,
1921,-40.1,84.8,124.9,5.7,24.2,PASS,
1922,-39.9,85.5,125.4,5.73,24.27,PASS,
1923,-40.2,85.0,125.3,5.72,24.65,PASS,
1924,-40.3,84.7,125.0,5.72,24.27,PASS,
1925,-40.3,85.5,125.8,5.71,24.18,PASS,
1926,-40.1,84.8,124.9,5.72,24.18,PASS,
1927,-39.9,85.6,125.5,5.72,24.48,PASS,
1928,-40.6,85.6,126.1,5.69,24.46,PASS,
1929,-40.0,85.0,125.0,5.72,24.24,PASS,
1930,-39.5,84.4,123.9,5.73,24.03,PASS,
1931,-39.7,85.9,125.6,5.73,24.15,PASS,
1932,-40.2,85.2,125.3,5.72,24.58,PASS,
1933,-40.4,84.9,125.3,5.69,24.42,PASS,
1934,-39.9,85.4,125.2,5.69,24.33,PASS,
1935,-40.7,85.3,126.0,5.7,24.6,PASS,
1936,-39.7,85.5,125.2,5.71,24.62,PASS,
1937,-40.1,84.7,124.8,5.71,24.32,PASS,
1938,-39.5,85.1,124.6,5.69,24.32,PASS,
1939,-40.5,84.5,125.0,5.69,24.24,PASS,
1940,-39.7,85.3,125.0,5.67,24.29,PASS,
1941,-40.0,85.0,125.0,5.65,24.11,PASS,
1942,-40.1,85.1,125.2,5.71,24.11,PASS,
1943,-40.4,84.9,125.4,5.75,24.07,PASS,
1944,-39.8,84.9,124.7,5.74,24.5,PASS,
1945,-39.8,84.7,124.4,5.69,24.1,PASS,
1946,-39.5,85.3,124.8,5.71,24.63,PASS,
1947,-39.7,85.6,125.3,5.68,24.23,PASS,
1948,-40.2,84.8,125.0,5.68,24.6,PASS,
1949,-40.3,85.2,125.5,5.68,24.28,PASS,
